COD_ID,NOME,SUB,SUB_NOME,MUN,CONJ_CODIGO,CONJ_NOME,kVA_instalado,kW_DER,n_DER,empreendimentos_mmgd,potencia_kw_mmgd,potencia_kw_bdgd_mesmas_chaves,diferenca_kw_mmgd_menos_bdgd_mesmas_chaves,diferenca_kw_mmgd_menos_bdgd_total,penetracao_gd_pct,cobertura_vs_bdgd_pct,fonte_predominante,classe_predominante,subgrupo_predominante,periodo_primeira_data,periodo_ultima_data
PTS9150,LDS 9150,10386087,SETD POSTO SEIS,3304557,15075,POSTO SEIS SUBTERRANEO,6810.0,2.2,1,1,2.2,2.2,0.0,0.0,0.032305433186490456,100.0,UFV — Radiação solar,Residencial (RE),B1,2024-07-24,2024-07-24
TRG959,LDA MARIGRACA,1204,SETD TRIAGEM,3304557,15024,TRIAGEM AEREO,10200.0,2.2,1,1,2.2,2.2,0.0,0.0,0.021568627450980395,100.0,UFV — Radiação solar,Residencial (RE),B1,2022-05-25,2022-05-25
AFR002,LDA FARMA,18520461,SETD ARI FRANCO,3304557,15010,ARI FRANCO,6082.5,2.0,1,1,2.0,2.0,0.0,0.0,0.032881216605014384,100.0,UFV — Radiação solar,Residencial (RE),B1,2024-05-09,2024-05-09
MKZ1983,LDS 1983,10386114,SETD MACKENZIE,3304557,15008,MACKENZIE,6220.0,2.0,1,1,2.0,2.0,0.0,0.0,0.03215434083601286,100.0,UFV — Radiação solar,Residencial (RE),B1,2024-03-21,2024-03-21
ABR006,LDA PALADINO,18520731,SETD AREIA BRANCA,3300456,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AGR00007,LDA SANTALUZ,1285,SETD AGUA GRANDE,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ALC30252,LDS 30252,10385889,SETD ALDEIA CAMPISTA,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ALC3313,LDS 30237,10385889,SETD ALDEIA CAMPISTA,3304557,15033,ALDEIA CAMPISTA,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ALC3315,LDA PAULA,10385889,SETD ALDEIA CAMPISTA,3304557,15033,ALDEIA CAMPISTA,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ALC3511,LDS 4002,10385889,SETD ALDEIA CAMPISTA,3304557,15033,ALDEIA CAMPISTA,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ALC36349,LDS 36349,10385889,SETD ALDEIA CAMPISTA,3304557,15033,ALDEIA CAMPISTA,0.0,1732.484,1,0,0.0,0.0,0.0,-1732.484,0.0,0.0,,,,,
ALC4242,LDS 4242,10385889,SETD ALDEIA CAMPISTA,3304557,15033,ALDEIA CAMPISTA,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AVD30007,LDS 30007/LDS 30085,10385943,SETD ALVORADA,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AVD30085,LDS 37537/LDS 37662,10385943,SETD ALVORADA,3304557,15004,ALVORADA,3140.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AVD30678,LDS 30678,10385943,SETD ALVORADA,3304557,15004,ALVORADA,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AVD30722,LDS 30722,10385943,SETD ALVORADA,3304557,15004,ALVORADA,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BAR24135,LDS 24135,10385907,SETD BARRA,3304557,15013,BARRA AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BAR30651,LDS 30651,10385907,SETD BARRA,3304557,15690,BARRA SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BAR3095,LDS 34299,10385907,SETD BARRA,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BAR3214,LDS 30660,10385907,SETD BARRA,3304557,15690,BARRA SUBTERRANEO,1120.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BFG00001,LDS 24862,10385934,SETD BOTAFOGO,3304557,15064,BOTAFOGO SUBTERRANEO,6000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BFG1190,LDS 1190,10385934,SETD BOTAFOGO,3304557,15064,BOTAFOGO SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BFG24139,LDS 24139,10385934,SETD BOTAFOGO,3304557,15064,BOTAFOGO SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BFG24146,LDS 24146,10385934,SETD BOTAFOGO,3304557,15064,BOTAFOGO SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BFG24599,LDS 24599,10385934,SETD BOTAFOGO,3304557,15064,BOTAFOGO SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BFG24659,LDS 24659,10385934,SETD BOTAFOGO,3304557,15064,BOTAFOGO SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BFG3385,LDS 24194/LDS 24033,10385934,SETD BOTAFOGO,3304557,15064,BOTAFOGO SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BFG3607,LDS 24960/24906,10385934,SETD BOTAFOGO,3304557,15064,BOTAFOGO SUBTERRANEO,1340.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BFG3931,LDS 24222/24380,10385934,SETD BOTAFOGO,3304557,15064,BOTAFOGO SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BPD0001,LDS 9381,10385961,SETD BAEPENDI,3304557,15063,BAEPENDI SUBTERRANEO,5800.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BPD09730,LDS 9730,10385961,SETD BAEPENDI,3304557,15063,BAEPENDI SUBTERRANEO,6610.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BPD1088,LDS 1088,10385961,SETD BAEPENDI,3304557,15063,BAEPENDI SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BPD4928,LDS 4928,10385961,SETD BAEPENDI,3304557,15063,BAEPENDI SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BPD4950,LDS 4950,10385961,SETD BAEPENDI,3304557,15063,BAEPENDI SUBTERRANEO,845.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BPD4990,LDS 4990,10385961,SETD BAEPENDI,3304557,15063,BAEPENDI SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BPN20131,LSA TIBOIM,1159,SETD BRAS DE PINA,3304557,15024,TRIAGEM AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BPN20135,LSA LISBOA,1159,SETD BRAS DE PINA,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BPN303,LSA QUITO,1159,SETD BRAS DE PINA,3304557,15017,BRAS DE PINA,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BPN307,LSS 307,1159,SETD BRAS DE PINA,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BPN314,LSA CASCAIS,1159,SETD BRAS DE PINA,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BPN325,LSS 325/CASBRANCO,1159,SETD BRAS DE PINA,3304557,15017,BRAS DE PINA,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BRR30560,LDS 30560,345834478,SETD BARRA 2,3304557,15689,BARRA 2,170.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BRR30647,LDS 30647,345834478,SETD BARRA 2,3304557,15689,BARRA 2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BRR34394,LDS 34394,345834478,SETD BARRA 2,3304557,15689,BARRA 2,20.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BRR37090,LDS 37090,345834478,SETD BARRA 2,3304557,15004,ALVORADA,110.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BRR37101,LDS 37101,345834478,SETD BARRA 2,3304557,15690,BARRA SUBTERRANEO,180.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BRR37122,LDS 37122,345834478,SETD BARRA 2,3304557,15689,BARRA 2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BRR37123,LDS 37123,345834478,SETD BARRA 2,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
BRR37480,LDS 37480/LDS 37481,345834478,SETD BARRA 2,3304557,15689,BARRA 2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CAM00022,LDA DAPRATA,18520488,SETD CAMARA,3304557,14991,CAMARA,300.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CAM00023,LDA DAFABRICA,18520488,SETD CAMARA,3304557,14991,CAMARA,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CBI00001,LDA EXPANOR,1141,SETD CACHAMBI,3304557,15027,CACHAMBI AEREO,20.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CBI00002,LDA HAVELANGE,1141,SETD CACHAMBI,3304557,15027,CACHAMBI AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CBI00003,LDA MIRACEMA,1141,SETD CACHAMBI,3304557,15027,CACHAMBI AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CBI33550,LDA GABUR,1141,SETD CACHAMBI,3304557,15027,CACHAMBI AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CCD1031,LDS 1031,1186,SETD CASCADURA,3304557,15055,BOCA DO MATO AEREO,675.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CCD1288,LDS 1288,1186,SETD CASCADURA,3304557,15034,CASCADURA AEREO,525.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CCD205,LSA QUITUNGO,1186,SETD CASCADURA,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CCD213,LSA BARONESA,1186,SETD CASCADURA,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CCD224,LSA CLARIMELO,1186,SETD CASCADURA,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CCD237,LSA MAGALHAES,1186,SETD CASCADURA,3304557,15034,CASCADURA AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CCD241,LSA TACARATU,1186,SETD CASCADURA,3304557,15034,CASCADURA AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CCD250,LSA SANATORIO,1186,SETD CASCADURA,3304557,15034,CASCADURA AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CCD255,LSA RANGEL,1186,SETD CASCADURA,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CCD256,LSA DASILVA,1186,SETD CASCADURA,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CCD260,LSA ITAMAR,1186,SETD CASCADURA,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CCD268,LSA V CARVALHO,1186,SETD CASCADURA,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CCD277,LSA CARINADO,1186,SETD CASCADURA,3304557,15034,CASCADURA AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CCD292,LSA CASCAPOL,1186,SETD CASCADURA,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CCD4548,LDS 4548,1186,SETD CASCADURA,3304557,15034,CASCADURA AEREO,2000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CHR0001,LDA CANTAGALO,18520758,SETD CACHAMORRA,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CHR011,LDA PARQUE,18520758,SETD CACHAMORRA,3304557,15011,CACHAMORRA,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CHR014,LDA ALHAMBRA,18520758,SETD CACHAMORRA,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CHR06,LDA TAMI,18520758,SETD CACHAMORRA,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CLG0002,LDA BORGES,1249,SETD COLEGIO,3304557,15021,COLEGIO AEREO,5587.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CLG0005,LDS 1311,1249,SETD COLEGIO,3304557,15021,COLEGIO AEREO,1025.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR0003,LDS 2525,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,2850.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR0004,LDS 24111,10386015,SETD CAMERINO,3304557,15008,MACKENZIE,1530.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR1103,LDS 1103,10386015,SETD CAMERINO,3304557,15008,MACKENZIE,50.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR1188,LDS 1188,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,300.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR1217,LDS 1217,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,10.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR1228,LDS 1228,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR1340,LDS 1340,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR1691,LDS 1691,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR1892,LDS 1892,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR2110,LDS 2110,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,3850.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR2138,LDS 2138,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,5510.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR2140,LDS 2140,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,3830.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR2250,LDS 2250,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,3040.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR2320,LDS 2320,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,3550.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR2354,LDS 2354,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,4030.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR2405,LDS 2405,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,3030.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR24116,LDS 24116,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR2430,LDS 2430,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,4330.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR24327,LDS 24327,10386015,SETD CAMERINO,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR24333,LDS 24333,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR24555,LDS 24555,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR24600,LDS 24600,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,150.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR2570,LDS 2570,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,3550.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR2642,LDS 2642,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,3020.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR2680,LDS 2680,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,4440.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR2986,LDS 2986,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,5010.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR2990,LDS 2990,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,4340.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR30476,LDS 30476 / SAMBODROMO,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,4000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR30588,LDS 30588,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR30612,LDS 30612,10386015,SETD CAMERINO,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR33467,LDS 33467,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR33478,LDS 33478,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR3648,LDS 4083/LDS 4100,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR38428,LDS 38428,10386015,SETD CAMERINO,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR4027,LDS 4027,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR4265,LDS 4265,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR4922,LDS 4922/LRA BENTOBEIRO,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,2225.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR9199,LDS 9199,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,6000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR9237,LDS 9237,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,7100.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR9323,LDS 9323,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,6310.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR9396,LDS 9396,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,6800.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR9444,LDS 9444,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,7100.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR9568,LDS 9568,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,7810.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR9663,LDS 9663,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,4130.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMR9704,LDS 9704,10386015,SETD CAMERINO,3304557,15065,CAMERINO SUBTERRANEO,7300.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMS013,LDA MORANGA,18520839,SETD COSMOS,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMT0003,LDS 37789,10386051,SETD CAMPO MARTE,3304557,15047,CAMPO MARTE AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMT1,LSS 388,10386051,SETD CAMPO MARTE,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMT210,LSS 210,10386051,SETD CAMPO MARTE,3304557,15047,CAMPO MARTE AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMT234,LSA PRAJU,10386051,SETD CAMPO MARTE,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMT2518,LSS 391,10386051,SETD CAMPO MARTE,3304557,15047,CAMPO MARTE AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMT288,LSA SAMPAIO,10386051,SETD CAMPO MARTE,3304557,15047,CAMPO MARTE AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMT304,LSS 304 (CMT),10386051,SETD CAMPO MARTE,3304557,15047,CAMPO MARTE AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMT3164,LDS 1229/LDS24172/LRA ANTUNES/LRA HERFONTES,10386051,SETD CAMPO MARTE,3304557,15047,CAMPO MARTE AEREO,630.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMT322,LSS 322,10386051,SETD CAMPO MARTE,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMT327,LSS 327,10386051,SETD CAMPO MARTE,3304557,15047,CAMPO MARTE AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMT353,LSS 353,10386051,SETD CAMPO MARTE,3304557,15047,CAMPO MARTE AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMT37371,LDS 37371,10386051,SETD CAMPO MARTE,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CMT837,LDS 837/ LDS 38408,10386051,SETD CAMPO MARTE,3304557,15047,CAMPO MARTE AEREO,1320.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
COP2150,LDS 2150,152677490,SETD COPACABANA,3304557,15012,COPACABANA,4500.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
COP2200,LDS 2200,152677490,SETD COPACABANA,3304557,15012,COPACABANA,6600.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
COP3736,LDA BARROSO,152677490,SETD COPACABANA,3304557,15012,COPACABANA,780.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CRM0001,LDA INTERNO-CRMTSL41,280389625,SETD CARMARI,3303500,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CRM0002,LDA INTERNO-CRMTSL43,280389625,SETD CARMARI,3303500,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CUR0003,LDS 60819,10386042,SETD CURICICA,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CUR0004,LDS 61702,10386042,SETD CURICICA,3304557,16901,CURICICA AEREO,150.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CUR24794,LDS 24794,10386042,SETD CURICICA,3304557,16901,CURICICA AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CUR30207,LDS 30207,10386042,SETD CURICICA,3304557,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CUR33000,LDA ARAUA,10386042,SETD CURICICA,3304557,16901,CURICICA AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CUR33442,LDA PROJAC/NOVAIBC,10386042,SETD CURICICA,3304557,15066,ITAPEBA AEREO URBANO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CUR33504,LDA BANDER,10386042,SETD CURICICA,3304557,16901,CURICICA AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CXS014,LDA GLOBO,18520785,SETD CAXIAS,3301702,15700,CAXIAS AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
DMC954,LDA JORDAO,1168,SETD DEMOCRATICOS,3304557,15056,DEMOCRATICOS AEREO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ELD002,LSA CAPIVARI II,18521352,SETD ELDORADO,3301702,15005,ELDORADO,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ESP019,LSA DAMADEIRA,18519958,SETD ESPERANCA,3304557,16899,ESPERANCA AEREO AT/MT,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FCN1060,LDS 1060,10386105,SETD FREI CANECA,3304557,15049,FREI CANECA AEREO,2600.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FCN1077,LDS 1077,10386105,SETD FREI CANECA,3304557,15049,FREI CANECA AEREO,225.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FCN1169,LDS 1169 / LDA OPERARIO,10386105,SETD FREI CANECA,3304557,15049,FREI CANECA AEREO,1920.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
