CTMT_A,CTMT_B,SUB_A,SUB_B,SUB_NOME_A,SUB_NOME_B,CONJ_A,CONJ_B,CONJ_NOME_A,CONJ_NOME_B,n_ties_campo,n_ties_telecomandadas,chaves,chaves_telecomandadas
NIG003,NIG009,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,15692,15692,NOVA IGUACU,NOVA IGUACU,1,0,20807285,
NIG003,NIG016,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,15692,15692,NOVA IGUACU,NOVA IGUACU,1,0,20725102,
NIG008,NIG016,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,15692,15692,NOVA IGUACU,NOVA IGUACU,1,0,20714518,
NIG008,NIG023,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,15692,15692,NOVA IGUACU,NOVA IGUACU,1,0,20700007,
NIG009,NIG015,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,15692,15692,NOVA IGUACU,NOVA IGUACU,1,0,20675059,
NIG011,NIG023,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,15692,15692,NOVA IGUACU,NOVA IGUACU,1,0,20807264,
NIG012,NIG023,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,15692,15692,NOVA IGUACU,NOVA IGUACU,1,0,489499086,
NIG012,NIG029,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,15692,15692,NOVA IGUACU,NOVA IGUACU,1,0,20700112,
NIG013,NIG028,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,15692,,NOVA IGUACU,,1,0,20658886,
NIG015,NIG018,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,15692,15692,NOVA IGUACU,NOVA IGUACU,1,0,20232408,
NIG015,NIG025,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,15692,15692,NOVA IGUACU,NOVA IGUACU,1,0,20712082,
NIG018,NIG025,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,15692,15692,NOVA IGUACU,NOVA IGUACU,1,0,20674961,
NIG025,NIG028,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,15692,,NOVA IGUACU,,1,0,20679266,
NIG025,NIG030,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,15692,15692,NOVA IGUACU,NOVA IGUACU,1,0,20692272,
NIG028,NIG029,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,,15692,,NOVA IGUACU,1,0,20679252,
NIG029,RFR007,18519976,18520767,SETD NOVA IGUACU,SETD ROCHA FREIRE,15692,15693,NOVA IGUACU,ROCHA FREIRE AEREO AT/MT,1,0,20703472,
NIG030,QMD007,18519976,18520893,SETD NOVA IGUACU,SETD QUEIMADOS,15692,15698,NOVA IGUACU,QUEIMADOS AEREO,1,0,72882449,
NIG030,STC00005,18519976,34192093,SETD NOVA IGUACU,SETD SANTA CLARA,15692,15052,NOVA IGUACU,SANTA CLARA AEREO,1,0,20817144,
PCI0003,PCI0005,450101398,450101398,SETD PACIENCIA,SETD PACIENCIA,16900,16900,PACIENCIA,PACIENCIA,1,0,343966594,
PCI0003,PCI0007,450101398,450101398,SETD PACIENCIA,SETD PACIENCIA,16900,16900,PACIENCIA,PACIENCIA,1,0,453751319,
PCI0003,PCI0008,450101398,450101398,SETD PACIENCIA,SETD PACIENCIA,16900,16900,PACIENCIA,PACIENCIA,1,0,20731409,
PCI0003,PCI0009,450101398,450101398,SETD PACIENCIA,SETD PACIENCIA,16900,16900,PACIENCIA,PACIENCIA,1,0,37443700,
PCI0004,PCI0005,450101398,450101398,SETD PACIENCIA,SETD PACIENCIA,16900,16900,PACIENCIA,PACIENCIA,1,0,425226328,
PCI0005,PCI0011,450101398,450101398,SETD PACIENCIA,SETD PACIENCIA,16900,16900,PACIENCIA,PACIENCIA,1,0,488901975,
PCI0005,PCI0014,450101398,450101398,SETD PACIENCIA,SETD PACIENCIA,16900,16900,PACIENCIA,PACIENCIA,1,0,25258914,
PCI0006,PCI0008,450101398,450101398,SETD PACIENCIA,SETD PACIENCIA,16900,16900,PACIENCIA,PACIENCIA,1,0,20667737,
PCI0006,PCI0009,450101398,450101398,SETD PACIENCIA,SETD PACIENCIA,16900,16900,PACIENCIA,PACIENCIA,1,0,20688884,
PCI0008,PCI0009,450101398,450101398,SETD PACIENCIA,SETD PACIENCIA,16900,16900,PACIENCIA,PACIENCIA,1,0,20688940,
PCI0009,PCI0011,450101398,450101398,SETD PACIENCIA,SETD PACIENCIA,16900,16900,PACIENCIA,PACIENCIA,1,0,20688884,
PCI0010,PCI3620,450101398,450101398,SETD PACIENCIA,SETD PACIENCIA,16900,16897,PACIENCIA,COSMOS,1,0,20713846,
PCI0011,PCI3620,450101398,450101398,SETD PACIENCIA,SETD PACIENCIA,16900,16897,PACIENCIA,COSMOS,1,0,20737947,
PCI0013,PCI3354,450101398,450101398,SETD PACIENCIA,SETD PACIENCIA,16900,16897,PACIENCIA,COSMOS,1,0,679311768,
PDD33543,PDD9899,1231,1231,SETD PIEDADE,SETD PIEDADE,14998,14998,PIEDADE,PIEDADE,1,0,1588467,
PDD3800,PDD9873,1231,1231,SETD PIEDADE,SETD PIEDADE,14998,14998,PIEDADE,PIEDADE,1,0,1600192,
PDD9873,PDD9896,1231,1231,SETD PIEDADE,SETD PIEDADE,14998,14998,PIEDADE,PIEDADE,1,0,1593318,
PDD9873,TER895,1231,1123,SETD PIEDADE,SETD TERRA NOVA,14998,15044,PIEDADE,TERRA NOVA AEREO,1,0,1600493,
PDD9896,TER29223,1231,1123,SETD PIEDADE,SETD TERRA NOVA,14998,15044,PIEDADE,TERRA NOVA AEREO,1,0,1590833,
PDG00002,PDG0006,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,133372037,
PDG0005,PDG29748,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,11080047,
PDG0005,PDG29753,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,132603620,
PDG208,PDG219,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,,16902,,PORTA DAGUA AEREO,1,0,11103327,
PDG208,PDG33651,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,,16902,,PORTA DAGUA AEREO,1,0,11091795,
PDG208,PDG33662,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,,16902,,PORTA DAGUA AEREO,1,0,11062408,
PDG208,TQR00007,10385916,10385871,SETD PORTA DAGUA,SETD TAQUARA,,15023,,TAQUARA AEREO,1,0,11075126,
PDG219,PDG29748,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,17094607,
PDG222,PDG280,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,11121333,
PDG222,PDG29023,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,11154279,
PDG222,PDG29731,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,11121333,
PDG222,PDG33499,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,489881287,
PDG29015,PDG29724,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,11009398,
PDG29015,PDG29731,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,11009517,
PDG29015,PDG29748,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,11009433,
PDG29015,PDG33010,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,11009531,
PDG29023,PDG29753,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,987466141,
PDG29023,PDG29857,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,760824351,
PDG29023,PDG33434,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16903,PORTA DAGUA AEREO,GARDENIA,1,0,11154279,
PDG29731,PDG33010,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,11009440,
PDG29731,PDG33499,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,11054103,
PDG29731,PDG33678,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,11054026,
PDG29748,PDG29776,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,628289570,
PDG29776,PDG33434,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16903,PORTA DAGUA AEREO,GARDENIA,1,0,11102956,
PDG33010,PDG33499,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,11080166,
PDG33499,PDG33670,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,489881287,
PDG33662,PDG33678,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,30646293,
PDG33662,TQR0009,10385916,10385871,SETD PORTA DAGUA,SETD TAQUARA,16902,15023,PORTA DAGUA AEREO,TAQUARA AEREO,1,0,11052808,
PDG33670,PDG33678,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,1,0,11009454,
PDG33670,TQR00005,10385916,10385871,SETD PORTA DAGUA,SETD TAQUARA,16902,15023,PORTA DAGUA AEREO,TAQUARA AEREO,1,0,11053039,
PDG33678,TQR00004,10385916,10385871,SETD PORTA DAGUA,SETD TAQUARA,16902,15023,PORTA DAGUA AEREO,TAQUARA AEREO,1,0,11025500,
PER0001,PER711,1240,1240,SETD PEDRO ERNESTO,SETD PEDRO ERNESTO,15061,15061,PEDRO ERNESTO AEREO,PEDRO ERNESTO AEREO,1,0,1628038,
PER0001,TER12912,1240,1123,SETD PEDRO ERNESTO,SETD TERRA NOVA,15061,15044,PEDRO ERNESTO AEREO,TERRA NOVA AEREO,1,0,1615942,
PER0001,TER29152,1240,1123,SETD PEDRO ERNESTO,SETD TERRA NOVA,15061,15044,PEDRO ERNESTO AEREO,TERRA NOVA AEREO,1,0,1609075,
PER0002,PER70278,1240,1240,SETD PEDRO ERNESTO,SETD PEDRO ERNESTO,15061,15017,PEDRO ERNESTO AEREO,BRAS DE PINA,1,0,239094262,
PER0002,PER794,1240,1240,SETD PEDRO ERNESTO,SETD PEDRO ERNESTO,15061,15061,PEDRO ERNESTO AEREO,PEDRO ERNESTO AEREO,1,0,1566786,
PER29452,PER670,1240,1240,SETD PEDRO ERNESTO,SETD PEDRO ERNESTO,15061,15061,PEDRO ERNESTO AEREO,PEDRO ERNESTO AEREO,1,0,1600094,
PER29452,RAM33315,1240,1132,SETD PEDRO ERNESTO,SETD RAMOS,15061,15015,PEDRO ERNESTO AEREO,RAMOS AEREO,1,0,1620548,
PER29478,RAM33372,1240,1132,SETD PEDRO ERNESTO,SETD RAMOS,15015,15015,RAMOS AEREO,RAMOS AEREO,1,0,1632245,
PER29478,RAM33377,1240,1132,SETD PEDRO ERNESTO,SETD RAMOS,15015,15015,RAMOS AEREO,RAMOS AEREO,1,0,1620800,
PER29500,PER654,1240,1240,SETD PEDRO ERNESTO,SETD PEDRO ERNESTO,15015,15061,RAMOS AEREO,PEDRO ERNESTO AEREO,1,0,136133238,
PER29500,PER711,1240,1240,SETD PEDRO ERNESTO,SETD PEDRO ERNESTO,15015,15061,RAMOS AEREO,PEDRO ERNESTO AEREO,1,0,225173121,
PER33741,PER654,1240,1240,SETD PEDRO ERNESTO,SETD PEDRO ERNESTO,15061,15061,PEDRO ERNESTO AEREO,PEDRO ERNESTO AEREO,1,0,802535804,
PER33741,PER794,1240,1240,SETD PEDRO ERNESTO,SETD PEDRO ERNESTO,15061,15061,PEDRO ERNESTO AEREO,PEDRO ERNESTO AEREO,1,0,714706243,
PER33741,PER852,1240,1240,SETD PEDRO ERNESTO,SETD PEDRO ERNESTO,15061,15061,PEDRO ERNESTO AEREO,PEDRO ERNESTO AEREO,1,0,1630530,
PER616,PER809,1240,1240,SETD PEDRO ERNESTO,SETD PEDRO ERNESTO,15061,15061,PEDRO ERNESTO AEREO,PEDRO ERNESTO AEREO,1,0,1607801,
PER616,PER874,1240,1240,SETD PEDRO ERNESTO,SETD PEDRO ERNESTO,15061,15015,PEDRO ERNESTO AEREO,RAMOS AEREO,1,0,1607801,
PER70278,PER781,1240,1240,SETD PEDRO ERNESTO,SETD PEDRO ERNESTO,15017,15061,BRAS DE PINA,PEDRO ERNESTO AEREO,1,0,1623761,
PER70299,PER852,1240,1240,SETD PEDRO ERNESTO,SETD PEDRO ERNESTO,15061,15061,PEDRO ERNESTO AEREO,PEDRO ERNESTO AEREO,1,0,1630607,
PER70299,PER874,1240,1240,SETD PEDRO ERNESTO,SETD PEDRO ERNESTO,15061,15015,PEDRO ERNESTO AEREO,RAMOS AEREO,1,0,1608522,
PER711,PER852,1240,1240,SETD PEDRO ERNESTO,SETD PEDRO ERNESTO,15061,15061,PEDRO ERNESTO AEREO,PEDRO ERNESTO AEREO,1,0,1630705,
PER763,PER874,1240,1240,SETD PEDRO ERNESTO,SETD PEDRO ERNESTO,15061,15015,PEDRO ERNESTO AEREO,RAMOS AEREO,1,0,1620296,
PER781,PER794,1240,1240,SETD PEDRO ERNESTO,SETD PEDRO ERNESTO,15061,15061,PEDRO ERNESTO AEREO,PEDRO ERNESTO AEREO,1,0,1623663,
PER781,PER917,1240,1240,SETD PEDRO ERNESTO,SETD PEDRO ERNESTO,15061,,PEDRO ERNESTO AEREO,,1,0,1554102,
PER828,PER833,1240,1240,SETD PEDRO ERNESTO,SETD PEDRO ERNESTO,15061,15061,PEDRO ERNESTO AEREO,PEDRO ERNESTO AEREO,1,0,1612386,
PMG00019,PMG0016,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,1,0,20660118,
PMG00019,PMG002,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,14991,PADRE MIGUEL,CAMARA,1,0,20777862,
PMG00019,PMG005,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,1,0,675059816,
PMG001,PMG013,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,1,0,20767933,
PMG0012,PMG0015,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,1,0,986952435,
PMG0012,PMG013,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,1,0,986952435,
PMG0015,PMG013,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,1,0,20659866,
PMG0016,PMG0017,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,1,0,20729834,
PMG0016,PMG005,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,1,0,20659733,
PMG0018,PMG004,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,1,0,20680799,
PMG002,PMG007,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,14991,15019,CAMARA,PADRE MIGUEL,1,0,288841217,
PMG003,PMG014,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,1,0,20705425,
PMG003,VVQ9922,18520479,1177,SETD PADRE MIGUEL,SETD VILA VALQUEIRE,15019,15032,PADRE MIGUEL,VILA VALQUEIRE,1,0,20781761,
PMG004,PMG009,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,1,0,20725445,
PMG004,PMG010,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,1,0,20725508,
PMG005,PMG010,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,1,0,288887600,
PMG006,PMG008,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,1,0,20768059,
PMG006,PMG013,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,1,0,20768059,
PMG007,PMG009,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,1,0,20816458,
PTS4022,PTS4871,10386087,10386087,SETD POSTO SEIS,SETD POSTO SEIS,15075,15075,POSTO SEIS SUBTERRANEO,POSTO SEIS SUBTERRANEO,1,0,11241428,
PTS9170,PTS9648,10386087,10386087,SETD POSTO SEIS,SETD POSTO SEIS,15075,15075,POSTO SEIS SUBTERRANEO,POSTO SEIS SUBTERRANEO,1,0,533521192,
PTS9494,PTS9648,10386087,10386087,SETD POSTO SEIS,SETD POSTO SEIS,15075,15075,POSTO SEIS SUBTERRANEO,POSTO SEIS SUBTERRANEO,1,0,533521192,
PVN0001,PVN3632,1303,1303,SETD PAVUNA,SETD PAVUNA,14994,14994,PAVUNA,PAVUNA,1,0,1603559,
PVN0001,PVN9857,1303,1303,SETD PAVUNA,SETD PAVUNA,14994,14994,PAVUNA,PAVUNA,1,0,1625119,
PVN0004,PVN29958,1303,1303,SETD PAVUNA,SETD PAVUNA,14994,14994,PAVUNA,PAVUNA,1,0,138503123,
PVN0004,PVN9828,1303,1303,SETD PAVUNA,SETD PAVUNA,14994,14994,PAVUNA,PAVUNA,1,0,1615452,
PVN0004,PVN9833,1303,1303,SETD PAVUNA,SETD PAVUNA,14994,14994,PAVUNA,PAVUNA,1,0,518049726,
PVN0004,ROS015,1303,18519985,SETD PAVUNA,SETD ROSALI,14994,14996,PAVUNA,ROSALI,1,0,229858037,
PVN3632,PVN70277,1303,1303,SETD PAVUNA,SETD PAVUNA,14994,14994,PAVUNA,PAVUNA,1,0,337955008,
PVN3632,PVN9897,1303,1303,SETD PAVUNA,SETD PAVUNA,14994,14994,PAVUNA,PAVUNA,1,0,116264416,
PVN70277,PVN9857,1303,1303,SETD PAVUNA,SETD PAVUNA,14994,14994,PAVUNA,PAVUNA,1,0,1624916,
PVN70296,PVN9848,1303,1303,SETD PAVUNA,SETD PAVUNA,14994,14994,PAVUNA,PAVUNA,1,0,27820892,
PVN70296,ROS015,1303,18519985,SETD PAVUNA,SETD ROSALI,14994,14996,PAVUNA,ROSALI,1,0,1623180,
PVN70308,PVN9815,1303,1303,SETD PAVUNA,SETD PAVUNA,14994,14994,PAVUNA,PAVUNA,1,0,161548976,
PVN9815,PVN9828,1303,1303,SETD PAVUNA,SETD PAVUNA,14994,14994,PAVUNA,PAVUNA,1,0,1615424,
PVN9815,PVN9891,1303,1303,SETD PAVUNA,SETD PAVUNA,14994,14994,PAVUNA,PAVUNA,1,0,1614304,
PVN9828,PVN9833,1303,1303,SETD PAVUNA,SETD PAVUNA,14994,14994,PAVUNA,PAVUNA,1,0,1615459,
PVN9828,PVN9935,1303,1303,SETD PAVUNA,SETD PAVUNA,14994,14994,PAVUNA,PAVUNA,1,0,1603566,
PVN9828,ROS00021,1303,18519985,SETD PAVUNA,SETD ROSALI,14994,14996,PAVUNA,ROSALI,1,0,136652280,
PVN9833,ROS018,1303,18519985,SETD PAVUNA,SETD ROSALI,14994,14996,PAVUNA,ROSALI,1,0,135394595,
PVN9891,PVN9935,1303,1303,SETD PAVUNA,SETD PAVUNA,14994,14994,PAVUNA,PAVUNA,1,0,550572416,
QMD001,QMD002,18520893,18520893,SETD QUEIMADOS,SETD QUEIMADOS,15698,15043,QUEIMADOS AEREO,SEROPEDICA AEREO,1,0,20760510,
QMD001,QMD010,18520893,18520893,SETD QUEIMADOS,SETD QUEIMADOS,15698,,QUEIMADOS AEREO,,1,0,261214038,
QMD001,STC0014,18520893,34192093,SETD QUEIMADOS,SETD SANTA CLARA,15698,15052,QUEIMADOS AEREO,SANTA CLARA AEREO,1,0,30307596,
QMD002,SRD003,18520893,18521154,SETD QUEIMADOS,SETD SEROPEDICA,15043,15043,SEROPEDICA AEREO,SEROPEDICA AEREO,1,0,673670001,
QMD002,STC0014,18520893,34192093,SETD QUEIMADOS,SETD SANTA CLARA,15043,15052,SEROPEDICA AEREO,SANTA CLARA AEREO,1,0,30307596,
QMD003,QMD004,18520893,18520893,SETD QUEIMADOS,SETD QUEIMADOS,15698,15698,QUEIMADOS AEREO,QUEIMADOS AEREO,1,0,20714686,
QMD003,QMD006,18520893,18520893,SETD QUEIMADOS,SETD QUEIMADOS,15698,,QUEIMADOS AEREO,,1,0,20232429,
QMD003,QMD008,18520893,18520893,SETD QUEIMADOS,SETD QUEIMADOS,15698,15043,QUEIMADOS AEREO,SEROPEDICA AEREO,1,0,20683109,
QMD004,STC00013,18520893,34192093,SETD QUEIMADOS,SETD SANTA CLARA,15698,15052,QUEIMADOS AEREO,SANTA CLARA AEREO,1,0,97886191,
QMD005,QMD010,18520893,18520893,SETD QUEIMADOS,SETD QUEIMADOS,15692,,NOVA IGUACU,,1,0,25721759,
QMD005,STC00009,18520893,34192093,SETD QUEIMADOS,SETD SANTA CLARA,15692,15052,NOVA IGUACU,SANTA CLARA AEREO,1,0,20682157,
QMD005,STC0014,18520893,34192093,SETD QUEIMADOS,SETD SANTA CLARA,15692,15052,NOVA IGUACU,SANTA CLARA AEREO,1,0,20682101,
QMD008,RFR006,18520893,18520767,SETD QUEIMADOS,SETD ROCHA FREIRE,15043,15693,SEROPEDICA AEREO,ROCHA FREIRE AEREO AT/MT,1,0,20660489,
QMD008,SRD003,18520893,18521154,SETD QUEIMADOS,SETD SEROPEDICA,15043,15043,SEROPEDICA AEREO,SEROPEDICA AEREO,1,0,673670001,
RAM0001,RAM33284,1132,1132,SETD RAMOS,SETD RAMOS,15056,15015,DEMOCRATICOS AEREO,RAMOS AEREO,1,0,1611595,
RAM33310,RAM33354,1132,1132,SETD RAMOS,SETD RAMOS,15015,15015,RAMOS AEREO,RAMOS AEREO,1,0,1599450,
RAM33310,RAM33377,1132,1132,SETD RAMOS,SETD RAMOS,15015,15015,RAMOS AEREO,RAMOS AEREO,1,0,1620779,
RAM33310,RAM33389,1132,1132,SETD RAMOS,SETD RAMOS,15015,15015,RAMOS AEREO,RAMOS AEREO,1,0,1620842,
RAM33315,RAM33377,1132,1132,SETD RAMOS,SETD RAMOS,15015,15015,RAMOS AEREO,RAMOS AEREO,1,0,528737804,
RAM33354,RAM33377,1132,1132,SETD RAMOS,SETD RAMOS,15015,15015,RAMOS AEREO,RAMOS AEREO,1,0,1620835,
RAM33354,RAM33732,1132,1132,SETD RAMOS,SETD RAMOS,15015,15015,RAMOS AEREO,RAMOS AEREO,1,0,1622361,
RAM33377,RAM33389,1132,1132,SETD RAMOS,SETD RAMOS,15015,15015,RAMOS AEREO,RAMOS AEREO,1,0,1620779,
RAM33389,RAM33732,1132,1132,SETD RAMOS,SETD RAMOS,15015,15015,RAMOS AEREO,RAMOS AEREO,1,0,1622270,
RCP0001,RCP1260,10386006,10386006,SETD RIO COMPRIDO,SETD RIO COMPRIDO,15058,15058,RIO COMPRIDO AEREO,RIO COMPRIDO AEREO,1,0,11081629,
RCP0001,RCP9882,10386006,10386006,SETD RIO COMPRIDO,SETD RIO COMPRIDO,15058,15058,RIO COMPRIDO AEREO,RIO COMPRIDO AEREO,1,0,611083437,
RCP1737,RCP9818,10386006,10386006,SETD RIO COMPRIDO,SETD RIO COMPRIDO,15058,15058,RIO COMPRIDO AEREO,RIO COMPRIDO AEREO,1,0,11023078,
RCP29399,RCP30123,10386006,10386006,SETD RIO COMPRIDO,SETD RIO COMPRIDO,15058,15058,RIO COMPRIDO AEREO,RIO COMPRIDO AEREO,1,0,11103614,
RCP29399,RCP3677,10386006,10386006,SETD RIO COMPRIDO,SETD RIO COMPRIDO,15058,15058,RIO COMPRIDO AEREO,RIO COMPRIDO AEREO,1,0,11056329,
RCP29399,RCP9821,10386006,10386006,SETD RIO COMPRIDO,SETD RIO COMPRIDO,15058,15058,RIO COMPRIDO AEREO,RIO COMPRIDO AEREO,1,0,11006451,
RCP33216,RCP9882,10386006,10386006,SETD RIO COMPRIDO,SETD RIO COMPRIDO,15058,15058,RIO COMPRIDO AEREO,RIO COMPRIDO AEREO,1,0,11100541,
RCP33308,RCP9882,10386006,10386006,SETD RIO COMPRIDO,SETD RIO COMPRIDO,15058,15058,RIO COMPRIDO AEREO,RIO COMPRIDO AEREO,1,0,757513244,
RCP9818,RCP9958,10386006,10386006,SETD RIO COMPRIDO,SETD RIO COMPRIDO,15058,15058,RIO COMPRIDO AEREO,RIO COMPRIDO AEREO,1,0,11022826,
RCP9821,RCP9882,10386006,10386006,SETD RIO COMPRIDO,SETD RIO COMPRIDO,15058,15058,RIO COMPRIDO AEREO,RIO COMPRIDO AEREO,1,0,11006416,
RCP9882,URG29983,10386006,10385979,SETD RIO COMPRIDO,SETD URUGUAI,15058,15025,RIO COMPRIDO AEREO,URUGUAI AEREO,1,0,11006682,
REC00001,REC0012,132097219,132097219,SETD RECREIO,SETD RECREIO,14999,14999,RECREIO,RECREIO,1,0,57947555,
REC00002,REC00008,132097219,132097219,SETD RECREIO,SETD RECREIO,14999,14999,RECREIO,RECREIO,1,0,161583329,
REC00003,REC0013,132097219,132097219,SETD RECREIO,SETD RECREIO,14999,14999,RECREIO,RECREIO,1,0,277105877,
REC00004,REC00008,132097219,132097219,SETD RECREIO,SETD RECREIO,14999,14999,RECREIO,RECREIO,1,0,11025192,
REC00008,REC0001,132097219,132097219,SETD RECREIO,SETD RECREIO,14999,14999,RECREIO,RECREIO,1,0,264378302,
REC00008,REC6,132097219,132097219,SETD RECREIO,SETD RECREIO,14999,14999,RECREIO,RECREIO,1,0,11025080,
REC00008,REC9,132097219,132097219,SETD RECREIO,SETD RECREIO,14999,14999,RECREIO,RECREIO,1,0,736623517,
